ResponseDate,CompletionDate,Q1_Property,Q2_PropType,Q3_CityContact,Agreement_City staff treated me fairly and with respect.,Agreement_City staff were knowledgeable.,Agreement_City staff exceeded my expectations.,Agreement_City staff were responsive.,Agreement_I was able to get service without difficulty.,Agreement_I received a response to my inquiry in a timely manner.,Agreement_The response I received provided me with the information I required.,"Agreement_Overall, I was satisfied with the quality of customer service I received.",Timely,Timely_Other (please specify),Experience,Who,Q4_PropNotice,Q5_CommsAgreement_The City’s assessment team provides a valuable public service,Q5_CommsAgreement_The City’s assessment team does a good job assigning property values,Q5_CommsAgreement_The City’s assessment team is a good resource for property information,Q5_CommsAgreement_Property assessment notice is easy to understand,Q5_CommsAgreement_Property assessment notice clearly describes how to file a formal complaint or request a review,Q5_CommsAgreement_Property assessment notice clearly states how to contact the City,Q5_CommsAgreement_Property assessment notice provides all the information required,Q5_CommsAgreement_The assessed value of my property is fair,Q5_CommsAgreement_The assessed value of my property is accurate,Q5_CommsAgreement_The use of sale prices of similar properties to estimate property values is fair,"Q5_CommsAgreement_Overall, I’m satisfied with access to property assessment information",Q7_Online,Q8_OnlineAgreement_It was easy to find information on Edmonton.ca/assessment,Q8_OnlineAgreement_Edmonton.ca/assessment had the information I needed,Q8_OnlineAgreement_Edmonton.ca/assessment is easy to use,Q8_OnlineAgreement_Edmonton.ca/assessment is useful to me,Q10_Contact_Phone,Q10_Contact_Email,Q10_Contact_Text message,Q10_Contact_In person,Q10_Contact_Mail,Q10_Contact_Online service,OSType,DeviceType,BrowserType,Q3_Own_Rent (Source: Profiling Questionnaire 2014),GENDER (Source: Profiling Questionnaire 2014),Q7_Children (Source: Profiling Questionnaire 2014),Q8_Born_Canada (Source: Profiling Questionnaire 2014),Q9a_Edmonton (Source: Profiling Questionnaire 2014),Q10_Own_Business (Source: Profiling Questionnaire 2014),Q11_Home_Language (Source: Profiling Questionnaire 2014),Q13_Volunteer (Source: Profiling Questionnaire 2014),Q14a_Primary_Transportation (Source: Profiling Questionnaire 2014),Q14b_Secondary_Transportation (Source: Profiling Questionnaire 2014),Q15_Household_Income (Source: Profiling Questionnaire 2014),Q16_Education (Source: Profiling Questionnaire 2014),Q17_City_Employee (Source: Profiling Questionnaire 2014),FSA (Source: Profiling Questionnaire 2014),Age_Rollup_Detailed (Source: Profiling Questionnaire 2014)
01/09/2018 06:36:00 PM,01/09/2018 06:55:00 PM,Yes,Residential property,Within the last year,5 Strongly agree,5 Strongly agree,Does not apply,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,,,Positive,I don’t know,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,1,0,1,0,0,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,Other (Specify),Yes,Car/truck/Van as DRIVER,Walk,Prefer not to answer,Post-graduate degree,,T6E,70-74
01/11/2018 06:18:00 PM,01/11/2018 06:47:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,1 Strongly disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Other (Specify),Other (Specify),Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",No,T5E,50-54
01/13/2018 07:22:00 AM,01/13/2018 07:34:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,2 Somewhat disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,5 Strongly agree,No,,,,,1,0,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Public Transit,"$80,000 to $99,999",University undergraduate degree,No,T5T,70-74
01/12/2018 04:50:00 PM,01/12/2018 04:55:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,1,Mac (OS X),Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Bicycle,Prefer not to answer,Post-graduate degree,No,T6B,50-54
01/09/2018 04:41:00 PM,01/09/2018 04:50:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Internet Explorer,Own,Female,No,Yes,Greater than 5 years,No,English,No,Public Transit,Car/truck/Van as DRIVER,"$60,000 to $79,999",College / technical school graduate,No,T5L,60-64
01/10/2018 03:05:00 AM,01/10/2018 03:13:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,5 Strongly agree,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$30,000 to $39,999","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T5R,80 and over
01/09/2018 08:15:00 PM,01/09/2018 08:30:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac (OS X),Desktop,Safari,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Bicycle,"$80,000 to $99,999",College / technical school graduate,No,T6C,45-49
01/09/2018 09:55:00 PM,01/09/2018 10:13:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,1 Strongly disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,1 Strongly disagree,No,,,,,0,0,0,1,0,0,Unknown,Phone,Unknown,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Other (Specify),"$60,000 to $79,999",High school graduate,,T6C,55-59
01/09/2018 07:22:00 PM,01/09/2018 07:34:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,1 Strongly disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,5 Strongly agree,4 Somewhat agree,Yes,4 Somewhat agree,1 Strongly disagree,4 Somewhat agree,4 Somewhat agree,0,1,0,0,1,0,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,University undergraduate degree,No,T6C,30-34
01/13/2018 04:12:00 AM,01/13/2018 04:21:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,1,0,0,1,0,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$60,000 to $79,999",College / technical school graduate,No,T6E,55-59
01/10/2018 12:43:00 AM,01/10/2018 12:54:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac (OS X),Desktop,Firefox,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$40,000 to $49,999",University undergraduate degree,No,T5W,35-39
01/09/2018 09:11:00 PM,01/09/2018 09:16:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Bicycle,Car/truck/Van as DRIVER,"$150,000 and over",Post-graduate degree,No,T6H,30-34
01/14/2018 01:55:00 AM,01/14/2018 02:24:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,1 Strongly disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,1 Strongly disagree,1 Strongly disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,Yes,1 Strongly disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Walk,Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T6A,65-69
01/15/2018 07:34:00 AM,01/15/2018 07:50:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,Yes,4 Somewhat agree,5 Strongly agree,2 Somewhat disagree,5 Strongly agree,0,0,0,0,0,1,iOS,Tablet,Safari,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,Prefer not to answer,High school graduate,,T5R,50-54
01/11/2018 04:07:00 AM,01/11/2018 04:41:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,1 Strongly disagree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,4 Somewhat agree,No,,,,,0,1,0,0,0,1,Mac (OS X),Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Bicycle,"$150,000 and over",Post-graduate degree,No,T6H,45-49
01/10/2018 07:00:00 PM,01/10/2018 07:11:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,,T5R,50-54
01/10/2018 09:37:00 PM,01/10/2018 09:55:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,No,,,,,1,1,0,0,1,0,Windows,Desktop,Google Chrome,Own,Female,No,No,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",Post-graduate degree,No,T6J,70-74
01/11/2018 04:17:00 PM,01/11/2018 04:39:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Male,No,Yes,Greater than 5 years,Yes,English,No,Car/truck/Van as DRIVER,Walk,"$80,000 to $99,999",University undergraduate degree,,T6L,65-69
01/10/2018 03:07:00 AM,01/10/2018 03:21:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,I prefer not to answer,No,No,Greater than 5 years,No,English,Yes,Other (Specify),Public Transit,Prefer not to answer,High school graduate,,T6C,70-74
01/10/2018 03:29:00 AM,01/10/2018 03:51:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,3 Neither agree nor disagree,1 Strongly disagree,5 Strongly agree,3 Neither agree nor disagree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Firefox,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Car/truck/van as PASSENGER,"$100,000 to $149,000",Post-graduate degree,No,T5R,65-69
01/09/2018 10:45:00 PM,01/09/2018 11:08:00 PM,Yes,Residential property,I don't recall,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,Yes,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,1,0,0,0,0,0,Windows,Desktop,Internet Explorer,Own,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",Post-graduate degree,,T6H,70-74
01/10/2018 04:57:00 AM,01/10/2018 06:07:00 PM,Yes,Residential property,Within the last year,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,5 Strongly agree,2 Somewhat disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,,,Positive,City assessor,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,Yes,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,1,1,0,0,0,0,Windows,Desktop,Firefox,Own,Male,No,No,Greater than 5 years,Yes,English,Yes,Walk,Bicycle,Prefer not to answer,"Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T5J,65-69
01/09/2018 10:57:00 PM,01/09/2018 11:13:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,No,,,,,1,0,0,0,0,0,iOS,Tablet,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Only have one mode of transportation,Prefer not to answer,Post-graduate degree,No,T5N,60-64
01/09/2018 09:46:00 PM,01/09/2018 10:13:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,Doesn't apply,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,No,,,,,1,1,0,1,0,1,Windows,Desktop,Google Chrome,Own,Male,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Car/truck/Van as DRIVER,"$100,000 to $149,000",Post-graduate degree,No,T6A,70-74
01/16/2018 08:43:00 PM,01/16/2018 08:56:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Between 1 to 2 years,No,English,Yes,Walk,Public Transit,"$60,000 to $79,999","Professional school graduate (e.g. medicine, dentistry, veterinary medicine, optometry)",,T5K,65-69
01/09/2018 06:32:00 PM,01/09/2018 08:07:00 PM,Yes,Residential property,Within the last 3 months,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,2 Somewhat disagree,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,,,Neutral,311,Yes,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,2 Somewhat disagree,3 Neither agree nor disagree,2 Somewhat disagree,Yes,2 Somewhat disagree,1 Strongly disagree,2 Somewhat disagree,2 Somewhat disagree,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Yes,Public Transit,Bicycle,"$100,000 to $149,000",Post-graduate degree,No,T6J,30-34
01/09/2018 06:30:00 PM,01/09/2018 06:39:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,1,0,0,0,0,0,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$100,000 to $149,000",Post-graduate degree,No,T5E,45-49
01/09/2018 06:17:00 PM,01/09/2018 06:23:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mac (OS X),Desktop,Safari,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Public Transit,Walk,"$60,000 to $79,999",Post-graduate degree,No,T6E,30-34
01/14/2018 05:38:00 PM,01/14/2018 05:52:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,1,0,1,0,1,iOS,Phone,Safari,Own,Female,No,No,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Public Transit,Prefer not to answer,University undergraduate degree,No,T6H,60-64
01/10/2018 09:10:00 PM,01/10/2018 09:19:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,No,,,,,1,1,0,0,0,1,Windows,Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Walk,"$100,000 to $149,000",University undergraduate degree,,T5T,40-44
01/12/2018 12:17:00 AM,01/12/2018 01:22:00 AM,Yes,Residential property,Within the last three years,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,Within the day of first contact,,Neutral,City assessor,Yes,Doesn't apply,Doesn't apply,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,Yes,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,1,1,0,1,0,0,Mac (OS X),Desktop,Safari,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Car/truck/Van as DRIVER,Public Transit,"$150,000 and over",University undergraduate degree,No,T6H,60-64
01/10/2018 01:31:00 PM,01/10/2018 01:37:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,2 Somewhat disagree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,2 Somewhat disagree,No,,,,,0,1,0,0,0,0,Windows,Desktop,Internet Explorer,Own,Female,Yes,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Only have one mode of transportation,"$150,000 and over",College / technical school graduate,No,T6W,45-49
01/15/2018 02:33:00 AM,01/15/2018 02:38:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,No,,,,,0,1,0,0,0,0,Mac (OS X),Desktop,Firefox,Own,Female,Yes,Yes,Greater than 5 years,No,English,Yes,Bicycle,Car/truck/Van as DRIVER,"$150,000 and over",University undergraduate degree,No,T6G,50-54
01/10/2018 12:10:00 AM,01/10/2018 12:29:00 AM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,No,,,,,1,1,0,1,0,1,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,Yes,English,Yes,Walk,Car/truck/van as PASSENGER,"$150,000 and over",University undergraduate degree,Yes,T5H,30-34
01/09/2018 06:34:00 PM,01/09/2018 06:53:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Firefox,Rent,Female,No,Yes,Greater than 5 years,No,English,Yes,Bicycle,Car/truck/Van as DRIVER,"$60,000 to $79,999",University undergraduate degree,No,T6G,25-29
01/10/2018 06:51:00 PM,01/10/2018 07:03:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,3 Neither agree nor disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,1,0,1,0,1,Windows,Desktop,Google Chrome,Own,Female,Yes,Yes,Less than 1 year,No,English,Yes,Car/truck/van as PASSENGER,Public Transit,"$60,000 to $79,999",High school graduate,,T6L,55-59
01/12/2018 01:51:00 AM,01/12/2018 02:27:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Firefox,Rent,Male,No,No,Less than 1 year,No,Other (Specify),Yes,Bicycle,Public Transit,"$20,000 to $29,999",University undergraduate degree,,T6E,30-34
01/14/2018 09:22:00 PM,01/14/2018 09:31:00 PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,French,No,Public Transit,Walk,"$50,000 to $59,999",University undergraduate degree,,T6J,55-59
01/09/2018 06:28:00 PM,01/09/2018 06:37:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,2 Somewhat disagree,1 Strongly disagree,2 Somewhat disagree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,1 Strongly disagree,1 Strongly disagree,2 Somewhat disagree,3 Neither agree nor disagree,No,,,,,0,0,0,0,0,1,Windows,Desktop,Firefox,Own,Female,No,Yes,Greater than 5 years,No,English,No,Car/truck/Van as DRIVER,Walk,"$60,000 to $79,999",College / technical school graduate,Yes,T5T,50-54
01/10/2018 04:37:00 PM,01/10/2018 04:44:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,3 Neither agree nor disagree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,4 Somewhat agree,4 Somewhat agree,2 Somewhat disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,No,,,,,1,0,0,0,0,0,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$150,000 and over",University undergraduate degree,No,T5R,60-64
01/14/2018 01:38:00 AM,01/14/2018 01:53:00 AM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Windows,Desktop,Google Chrome,Rent,Male,No,Yes,Greater than 5 years,No,English,Yes,Car/truck/Van as DRIVER,Walk,"$50,000 to $59,999",University undergraduate degree,No,T5B,30-34
01/09/2018 06:29:00 PM,01/09/2018 06:39:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,4 Somewhat agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,5 Strongly agree,No,,,,,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Male,Yes,Yes,Greater than 5 years,Yes,English,Yes,Bicycle,Car/truck/Van as DRIVER,"$150,000 and over",Post-graduate degree,No,T5R,45-49
01/13/2018 04:59:00 PM,01/13/2018 05:24:00 PM,Yes,Residential property,I haven’t contacted the City,,,,,,,,,,,,,Yes,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,2 Somewhat disagree,2 Somewhat disagree,4 Somewhat agree,3 Neither agree nor disagree,3 Neither agree nor disagree,3 Neither agree nor disagree,4 Somewhat agree,No,,,,,0,1,0,0,0,1,Windows,Desktop,Google Chrome,Own,Female,No,Yes,Greater than 5 years,No,English,Yes,Walk,Car/truck/van as PASSENGER,"$150,000 and over",Post-graduate degree,No,T5J,30-34
